Indicator,Country,ADM1_CODE,Province,Land_Type,Date,Data,Data_long_term_Average,Year,Month,Dekad,Unit,Source
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-05-01,0.214,0.179, 2015,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-05-11,0.197,0.173, 2015,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-05-21,0.19,0.161, 2015,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-06-01,0.191,0.151, 2015,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-06-11,0.185,0.148, 2015,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-06-21,0.181,0.148, 2015,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-07-01,0.176,0.144, 2015,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-07-11,0.169,0.138, 2015,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-07-21,0.164,0.134, 2015,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-08-01,0.166,0.135, 2015,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-08-11,0.171,0.136, 2015,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-08-21,0.177,0.136, 2015,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-09-01,0.187,0.14, 2015,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-09-11,0.179,0.141, 2015,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-09-21,0.176,0.14, 2015,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-10-01,0.173,0.147, 2015,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-10-11,0.18,0.155, 2015,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-10-21,0.192,0.161, 2015,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-11-01,0.204,0.168, 2015,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-11-11,0.202,0.178, 2015,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-11-21,0.203,0.185, 2015,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-12-01,0.203,0.197, 2015,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-12-11,0.205,0.215, 2015,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-12-21,0.207,0.217, 2015,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-01-01,0.205,0.216, 2016,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-01-11,0.204,0.206, 2016,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-01-21,0.198,0.201, 2016,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-02-01,0.193,0.202, 2016,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-02-11,0.194,0.204, 2016,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-02-21,0.187,0.21, 2016,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-03-01,0.183,0.214, 2016,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-03-11,0.176,0.214, 2016,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-03-21,0.18,0.21, 2016,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-04-01,0.179,0.206, 2016,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-04-11,0.184,0.197, 2016,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-04-21,0.18,0.186, 2016,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-05-01,0.181,0.179, 2016,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-05-11,0.181,0.173, 2016,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-05-21,0.18,0.161, 2016,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-06-01,0.173,0.151, 2016,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-06-11,0.168,0.148, 2016,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-06-21,0.162,0.148, 2016,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-07-01,0.16,0.144, 2016,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-07-11,0.162,0.138, 2016,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-07-21,0.161,0.134, 2016,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-08-01,0.163,0.135, 2016,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-08-11,0.159,0.136, 2016,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-08-21,0.16,0.136, 2016,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-09-01,0.166,0.14, 2016,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-09-11,0.167,0.141, 2016,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-09-21,0.177,0.14, 2016,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-10-01,0.183,0.147, 2016,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-10-11,0.197,0.155, 2016,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-10-21,0.197,0.161, 2016,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-11-01,0.204,0.168, 2016,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-11-11,0.214,0.178, 2016,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-11-21,0.235,0.185, 2016,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-12-01,0.255,0.197, 2016,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-12-11,0.278,0.215, 2016,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2016-12-21,0.288,0.217, 2016,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-01-01,0.284,0.216, 2017,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-01-11,0.279,0.206, 2017,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-01-21,0.279,0.201, 2017,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-02-01,0.281,0.202, 2017,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-02-11,0.284,0.204, 2017,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-02-21,0.295,0.21, 2017,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-03-01,0.299,0.214, 2017,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-03-11,0.299,0.214, 2017,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-03-21,0.295,0.21, 2017,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-04-01,0.273,0.206, 2017,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-04-11,0.254,0.197, 2017,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-04-21,0.23,0.186, 2017,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-05-01,0.214,0.179, 2017,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-05-11,0.196,0.173, 2017,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-05-21,0.188,0.161, 2017,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-06-01,0.183,0.151, 2017,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-06-11,0.178,0.148, 2017,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-06-21,0.178,0.148, 2017,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-07-01,0.181,0.144, 2017,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-07-11,0.186,0.138, 2017,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-07-21,0.18,0.134, 2017,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-08-01,0.176,0.135, 2017,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-08-11,0.173,0.136, 2017,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-08-21,0.176,0.136, 2017,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-09-01,0.177,0.14, 2017,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-09-11,0.182,0.141, 2017,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-09-21,0.187,0.14, 2017,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-10-01,0.195,0.147, 2017,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-10-11,0.202,0.155, 2017,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-10-21,0.214,0.161, 2017,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-11-01,0.222,0.168, 2017,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-11-11,0.237,0.178, 2017,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-11-21,0.253,0.185, 2017,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-12-01,0.273,0.197, 2017,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-12-11,0.267,0.215, 2017,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2017-12-21,0.26,0.217, 2017,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-01-01,0.247,0.216, 2018,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-01-11,0.238,0.206, 2018,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-01-21,0.231,0.201, 2018,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-02-01,0.23,0.202, 2018,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-02-11,0.222,0.204, 2018,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-02-21,0.219,0.21, 2018,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-03-01,0.223,0.214, 2018,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-03-11,0.23,0.214, 2018,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-03-21,0.246,0.21, 2018,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-04-01,0.226,0.206, 2018,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-04-11,0.212,0.197, 2018,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-04-21,0.203,0.186, 2018,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-05-01,0.201,0.179, 2018,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-05-11,0.19,0.173, 2018,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-05-21,0.186,0.161, 2018,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-06-01,0.18,0.151, 2018,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-06-11,0.178,0.148, 2018,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-06-21,0.177,0.148, 2018,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-07-01,0.174,0.144, 2018,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-07-11,0.17,0.138, 2018,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-07-21,0.17,0.134, 2018,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-08-01,0.175,0.135, 2018,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-08-11,0.181,0.136, 2018,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-08-21,0.196,0.136, 2018,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-09-01,0.195,0.14, 2018,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-09-11,0.187,0.141, 2018,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-09-21,0.207,0.14, 2018,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-10-01,0.231,0.147, 2018,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-10-11,0.246,0.155, 2018,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-10-21,0.254,0.161, 2018,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-11-01,0.261,0.168, 2018,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-11-11,0.258,0.178, 2018,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-11-21,0.248,0.185, 2018,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-12-01,0.269,0.197, 2018,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-12-11,0.274,0.215, 2018,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2018-12-21,0.271,0.217, 2018,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-01-01,0.256,0.216, 2019,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-01-11,0.252,0.206, 2019,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-01-21,0.243,0.201, 2019,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-02-01,0.233,0.202, 2019,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-02-11,0.228,0.204, 2019,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-02-21,0.245,0.21, 2019,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-03-01,0.233,0.214, 2019,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-03-11,0.227,0.214, 2019,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-03-21,0.226,0.21, 2019,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-04-01,0.235,0.206, 2019,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-04-11,0.237,0.197, 2019,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-04-21,0.228,0.186, 2019,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-05-01,0.218,0.179, 2019,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-05-11,0.21,0.173, 2019,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-05-21,0.191,0.161, 2019,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-06-01,0.184,0.151, 2019,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-06-11,0.184,0.148, 2019,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-06-21,0.183,0.148, 2019,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-07-01,0.175,0.144, 2019,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-07-11,0.176,0.138, 2019,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-07-21,0.176,0.134, 2019,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-08-01,0.173,0.135, 2019,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-08-11,0.171,0.136, 2019,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-08-21,0.164,0.136, 2019,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-09-01,0.176,0.14, 2019,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-09-11,0.183,0.141, 2019,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-09-21,0.19,0.14, 2019,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-10-01,0.195,0.147, 2019,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-10-11,0.196,0.155, 2019,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-10-21,0.216,0.161, 2019,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-11-01,0.25,0.168, 2019,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-11-11,0.247,0.178, 2019,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-11-21,0.243,0.185, 2019,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-12-01,0.251,0.197, 2019,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-12-11,0.246,0.215, 2019,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2019-12-21,0.247,0.217, 2019,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-01-01,0.245,0.216, 2020,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-01-11,0.256,0.206, 2020,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-01-21,0.233,0.201, 2020,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-02-01,0.219,0.202, 2020,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-02-11,0.211,0.204, 2020,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-02-21,0.209,0.21, 2020,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-03-01,0.206,0.214, 2020,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-03-11,0.193,0.214, 2020,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-03-21,0.22,0.21, 2020,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-04-01,0.216,0.206, 2020,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-04-11,0.203,0.197, 2020,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-04-21,0.212,0.186, 2020,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-05-01,0.207,0.179, 2020,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-05-11,0.198,0.173, 2020,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-05-21,0.197,0.161, 2020,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-06-01,0.197,0.151, 2020,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-06-11,0.193,0.148, 2020,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-06-21,0.183,0.148, 2020,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2020-07-01,0.18,0.144, 2020,07,1, ,METOP
