Indicator,Country,ADM1_CODE,Province,Land_Type,Date,Data,Data_long_term_Average,Year,Month,Dekad,Unit,Source
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2009-10-21,0.254,0.161, 2009,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2009-11-01,0.259,0.168, 2009,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2009-11-11,0.262,0.178, 2009,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2009-11-21,0.261,0.185, 2009,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2009-12-01,0.265,0.197, 2009,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2009-12-11,0.262,0.215, 2009,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2009-12-21,0.262,0.217, 2009,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-01-01,0.264,0.216, 2010,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-01-11,0.257,0.206, 2010,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-01-21,0.249,0.201, 2010,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-02-01,0.238,0.202, 2010,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-02-11,0.213,0.204, 2010,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-02-21,0.203,0.21, 2010,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-03-01,0.197,0.214, 2010,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-03-11,0.206,0.214, 2010,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-03-21,0.194,0.21, 2010,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-04-01,0.19,0.206, 2010,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-04-11,0.188,0.197, 2010,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-04-21,0.183,0.186, 2010,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-05-01,0.182,0.179, 2010,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-05-11,0.177,0.173, 2010,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-05-21,0.172,0.161, 2010,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-06-01,0.168,0.151, 2010,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-06-11,0.163,0.148, 2010,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-06-21,0.159,0.148, 2010,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-07-01,0.157,0.144, 2010,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-07-11,0.157,0.138, 2010,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-07-21,0.156,0.134, 2010,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-08-01,0.156,0.135, 2010,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-08-11,0.154,0.136, 2010,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-08-21,0.156,0.136, 2010,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-09-01,0.157,0.14, 2010,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-09-11,0.16,0.141, 2010,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-09-21,0.169,0.14, 2010,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-10-01,0.177,0.147, 2010,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-10-11,0.189,0.155, 2010,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-10-21,0.207,0.161, 2010,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-11-01,0.202,0.168, 2010,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-11-11,0.203,0.178, 2010,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-11-21,0.223,0.185, 2010,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-12-01,0.251,0.197, 2010,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-12-11,0.294,0.215, 2010,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2010-12-21,0.286,0.217, 2010,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-01-01,0.28,0.216, 2011,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-01-11,0.273,0.206, 2011,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-01-21,0.274,0.201, 2011,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-02-01,0.282,0.202, 2011,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-02-11,0.294,0.204, 2011,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-02-21,0.301,0.21, 2011,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-03-01,0.296,0.214, 2011,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-03-11,0.292,0.214, 2011,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-03-21,0.285,0.21, 2011,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-04-01,0.277,0.206, 2011,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-04-11,0.251,0.197, 2011,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-04-21,0.224,0.186, 2011,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-05-01,0.206,0.179, 2011,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-05-11,0.193,0.173, 2011,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-05-21,0.185,0.161, 2011,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-06-01,0.181,0.151, 2011,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-06-11,0.178,0.148, 2011,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-06-21,0.177,0.148, 2011,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-07-01,0.17,0.144, 2011,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-07-11,0.165,0.138, 2011,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-07-21,0.165,0.134, 2011,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-08-01,0.167,0.135, 2011,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-08-11,0.172,0.136, 2011,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-08-21,0.174,0.136, 2011,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-09-01,0.173,0.14, 2011,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-09-11,0.168,0.141, 2011,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-09-21,0.169,0.14, 2011,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-10-01,0.177,0.147, 2011,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-10-11,0.185,0.155, 2011,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-10-21,0.192,0.161, 2011,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-11-01,0.204,0.168, 2011,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-11-11,0.214,0.178, 2011,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-11-21,0.227,0.185, 2011,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-12-01,0.243,0.197, 2011,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-12-11,0.244,0.215, 2011,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2011-12-21,0.24,0.217, 2011,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-01-01,0.235,0.216, 2012,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-01-11,0.232,0.206, 2012,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-01-21,0.227,0.201, 2012,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-02-01,0.223,0.202, 2012,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-02-11,0.213,0.204, 2012,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-02-21,0.213,0.21, 2012,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-03-01,0.214,0.214, 2012,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-03-11,0.22,0.214, 2012,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-03-21,0.231,0.21, 2012,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-04-01,0.224,0.206, 2012,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-04-11,0.219,0.197, 2012,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-04-21,0.208,0.186, 2012,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-05-01,0.198,0.179, 2012,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-05-11,0.187,0.173, 2012,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-05-21,0.179,0.161, 2012,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-06-01,0.17,0.151, 2012,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-06-11,0.161,0.148, 2012,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-06-21,0.158,0.148, 2012,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-07-01,0.155,0.144, 2012,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-07-11,0.155,0.138, 2012,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-07-21,0.154,0.134, 2012,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-08-01,0.154,0.135, 2012,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-08-11,0.156,0.136, 2012,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-08-21,0.159,0.136, 2012,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-09-01,0.163,0.14, 2012,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-09-11,0.172,0.141, 2012,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-09-21,0.175,0.14, 2012,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-10-01,0.181,0.147, 2012,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-10-11,0.189,0.155, 2012,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-10-21,0.187,0.161, 2012,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-11-01,0.184,0.168, 2012,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-11-11,0.185,0.178, 2012,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-11-21,0.189,0.185, 2012,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-12-01,0.2,0.197, 2012,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-12-11,0.199,0.215, 2012,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2012-12-21,0.2,0.217, 2012,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-01-01,0.21,0.216, 2013,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-01-11,0.224,0.206, 2013,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-01-21,0.211,0.201, 2013,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-02-01,0.199,0.202, 2013,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-02-11,0.185,0.204, 2013,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-02-21,0.175,0.21, 2013,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-03-01,0.172,0.214, 2013,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-03-11,0.172,0.214, 2013,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-03-21,0.169,0.21, 2013,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-04-01,0.167,0.206, 2013,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-04-11,0.162,0.197, 2013,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-04-21,0.16,0.186, 2013,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-05-01,0.154,0.179, 2013,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-05-11,0.151,0.173, 2013,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-05-21,0.151,0.161, 2013,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-06-01,0.151,0.151, 2013,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-06-11,0.149,0.148, 2013,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-06-21,0.149,0.148, 2013,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-07-01,0.153,0.144, 2013,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-07-11,0.15,0.138, 2013,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-07-21,0.148,0.134, 2013,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-08-01,0.149,0.135, 2013,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-08-11,0.155,0.136, 2013,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-08-21,0.159,0.136, 2013,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-09-01,0.171,0.14, 2013,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-09-11,0.176,0.141, 2013,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-09-21,0.189,0.14, 2013,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-10-01,0.206,0.147, 2013,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-10-11,0.216,0.155, 2013,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-10-21,0.22,0.161, 2013,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-11-01,0.221,0.168, 2013,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-11-11,0.218,0.178, 2013,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-11-21,0.217,0.185, 2013,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-12-01,0.222,0.197, 2013,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-12-11,0.229,0.215, 2013,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2013-12-21,0.245,0.217, 2013,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-01-01,0.245,0.216, 2014,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-01-11,0.243,0.206, 2014,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-01-21,0.224,0.201, 2014,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-02-01,0.226,0.202, 2014,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-02-11,0.232,0.204, 2014,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-02-21,0.258,0.21, 2014,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-03-01,0.252,0.214, 2014,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-03-11,0.25,0.214, 2014,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-03-21,0.249,0.21, 2014,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-04-01,0.239,0.206, 2014,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-04-11,0.225,0.197, 2014,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-04-21,0.209,0.186, 2014,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-05-01,0.192,0.179, 2014,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-05-11,0.178,0.173, 2014,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-05-21,0.169,0.161, 2014,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-06-01,0.165,0.151, 2014,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-06-11,0.162,0.148, 2014,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-06-21,0.158,0.148, 2014,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-07-01,0.158,0.144, 2014,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-07-11,0.16,0.138, 2014,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-07-21,0.159,0.134, 2014,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-08-01,0.157,0.135, 2014,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-08-11,0.154,0.136, 2014,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-08-21,0.153,0.136, 2014,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-09-01,0.155,0.14, 2014,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-09-11,0.159,0.141, 2014,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-09-21,0.163,0.14, 2014,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-10-01,0.177,0.147, 2014,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-10-11,0.184,0.155, 2014,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-10-21,0.195,0.161, 2014,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-11-01,0.216,0.168, 2014,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-11-11,0.21,0.178, 2014,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-11-21,0.216,0.185, 2014,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-12-01,0.23,0.197, 2014,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-12-11,0.234,0.215, 2014,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2014-12-21,0.241,0.217, 2014,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-01-01,0.246,0.216, 2015,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-01-11,0.232,0.206, 2015,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-01-21,0.222,0.201, 2015,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-02-01,0.215,0.202, 2015,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-02-11,0.21,0.204, 2015,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-02-21,0.219,0.21, 2015,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-03-01,0.23,0.214, 2015,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-03-11,0.248,0.214, 2015,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-03-21,0.273,0.21, 2015,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-04-01,0.274,0.206, 2015,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-04-11,0.265,0.197, 2015,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Tunisia,2998,Gafsa,Crop Area,2015-04-21,0.235,0.186, 2015,04,3, ,METOP
